coefficient	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
genotype	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	72	0.5067165085517915	1.1223108345686195	0.26475548060708265	0.8734770384254921	0.8683689855692027	2018	tags=32%, list=12%, signal=28%	Cd59b/Fbln5/Lamc2/Wnt5a/Slit2/Fap/Ptx3/Gpx7/Lum/Fzd8/Cap2/Tnfrsf11b/Slit3/Bdnf/Thy1/Sgcd/Cthrc1/Fbln1/Oxtr/Cxcl5/Lrrc15/Crlf1/Foxc2
genotype	HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING	13	-0.6394510601601935	-1.0885908811374285	0.4110169491525424	0.8734770384254921	0.8683689855692027	1221	tags=46%, list=7%, signal=43%	Camk4/Lck/Ngf/Fasl/Plcb1/Prkaa2
genotype	HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE	22	0.5957933007382951	1.0880046503915526	0.3719298245614035	0.8734770384254921	0.8683689855692027	2075	tags=45%, list=12%, signal=40%	Atp8b1/Il2rb/Srpx/Pcsk9/Slc22a12/Gata3/Thy1/Shroom2/Rhcg/Cd160
genotype	HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS	72	-0.4693435839028932	-1.0746627454400075	0.33007334963325186	0.8734770384254921	0.8683689855692027	1514	tags=22%, list=9%, signal=20%	Gpr182/Gad1/Dmrt1/Theg/Tktl1/Camk4/Dmc1/Tuba3a/Gapdhs/Tcp11/H1f6/Slc2a5/Gfi1/Pomc/Chrm4/Tssk2
genotype	HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE	76	0.47262898062395436	1.0530532538225117	0.3624161073825503	0.8734770384254921	0.8683689855692027	2036	tags=25%, list=12%, signal=22%	Lamc2/Mdk/Pkp3/Tpbg/Nbl1/Clic3/Krt19/Serpina3c/S100a9/Gjb3/Serpina3k/Prss23/Kcnk5/Homer2/Ret/Ovol2/Cacna2d2/Scube2/Npy1r
genotype	HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM	37	0.49586826633131975	1.0015478190897822	0.4589041095890411	0.8734770384254921	0.8683689855692027	2217	tags=41%, list=13%, signal=35%	Osbp2/Spta1/Aqp3/Epb42/Icam4/Tyr/Hbb-bt/Dmtn/Rhag/Sptb/Mboat2/Gata1/H4c14/Selenbp2/Myl4
genotype	HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	27	0.5245969999662262	0.9972082976636281	0.4973544973544973	0.8734770384254921	0.8683689855692027	1006	tags=26%, list=6%, signal=24%	Cxcl11/Fosb/Edn1/Ptx3/Fjx1/G0s2/Efna1
genotype	HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS	22	-0.5108690764381174	-0.9541013770237903	0.5115740740740741	0.8734770384254921	0.8683689855692027	237	tags=27%, list=1%, signal=27%	Fzd4/Lama4/Mrap/Itga7/Reep6/Retn
genotype	HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	27	0.48210596920810667	0.9164369466055678	0.6155202821869489	0.8734770384254921	0.8683689855692027	1569	tags=56%, list=9%, signal=51%	Fhl2/Fbln5/Kit/Scn8a/Nfib/Arhgef9/Has2/Mmp16/Efemp1/Cap2/Fzd2/Bdnf/Id1/Ptprm/Ptgfr
genotype	HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION	76	0.4104035223883115	0.9144102083217184	0.639261744966443	0.8734770384254921	0.8683689855692027	1412	tags=28%, list=8%, signal=25%	Sgce/Lamc2/Slit2/Mdk/Cldn19/Jam3/Cldn7/Cadm2/Itga3/Nectin3/Icam4/Alox8/Thbs3/Nexn/Cadm3/Pcdh1/Tnfrsf11b/Thy1/Cdsn/Acta1/Gnai1
genotype	HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	29	0.46675712792413837	0.8993789252562164	0.6620689655172414	0.8734770384254921	0.8683689855692027	1485	tags=28%, list=9%, signal=25%	Hgf/Lef1/Tgfb2/Gucy2e/Lum/Igfbp6/Ifnb1/F2r
genotype	HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS	99	0.38808698033405786	0.8900957988489954	0.6925619834710743	0.8734770384254921	0.8683689855692027	1597	tags=25%, list=9%, signal=23%	Apod/Ppp1r3c/Sorbs1/Cdh13/Dmd/Myl2/Ablim1/Myom2/Wwtr1/Myh1/Ldb3/Gnao1/Nos1/Aplnr/Acta1/Mapk12/Sgcd/Tcap/Ncam1/Sspn/Tnni1/Cacna1h/Ache/Cav3/Dapk2
genotype	HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP	30	0.45123020570574557	0.8808743850863292	0.6683673469387755	0.8734770384254921	0.8683689855692027	1789	tags=27%, list=10%, signal=24%	Lhx2/Fosb/Aqp3/Nptx2/H2-Q1/Apom/Ret/Col2a1
genotype	HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM	41	0.4331759880782925	0.8790724419672671	0.6719022687609075	0.8734770384254921	0.8683689855692027	2223	tags=29%, list=13%, signal=26%	Gnmt/Slc27a5/Akr1d1/Hao1/Abcg8/Nr0b2/Nr3c2/Ar/Ttr/Soat2/Aqp9/Rbp1
genotype	HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	45	0.4269464967325836	0.8753921517343174	0.6979166666666666	0.8734770384254921	0.8683689855692027	1006	tags=16%, list=6%, signal=15%	Ppp1r3c/Chst2/Kdelr3/Tpbg/Hs3st1/Srpx/Efna1
genotype	HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY	27	-0.449816113592888	-0.8707816634675002	0.6620689655172414	0.8734770384254921	0.8683689855692027	1625	tags=41%, list=9%, signal=37%	Gls2/Tchh/Lif/Klk8/Abat/Upp1/Perp/Tgfa/Ptpre/Itgb4/Ldhb
genotype	HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN	141	0.36669858352374973	0.8707570385537743	0.7980769230769231	0.8734770384254921	0.8683689855692027	2271	tags=22%, list=13%, signal=19%	Tex15/Chst2/Edn1/Htr1b/Epha5/Tgfb2/Bmpr1b/Thnsl2/Hsd11b2/Slc5a5/Tas2r108/Tcf7l1/Nrip2/Fgf22/Wnt16/Nos1/Cd207/Ptgfr/Dcc/Kcnn1/Col2a1/Ccdc106/Htr1d/Atp4a/Dlk2/Zc2hc1c/Vpreb1/Tg/Kcnd1/Myo15a/P2rx6
genotype	HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM	33	0.43394168907227876	0.8642181337122175	0.6906354515050167	0.8734770384254921	0.8683689855692027	998	tags=24%, list=6%, signal=23%	Car6/Aqp7/Bmpr1b/Gad2/Rdh1/G0s2/Acsm3/Vnn1
genotype	HALLMARK_COAGULATION	HALLMARK_COAGULATION	53	0.40768068319331696	0.8601105491455334	0.7534013605442177	0.8734770384254921	0.8683689855692027	1906	tags=19%, list=11%, signal=17%	Cpn1/Serping1/Dpp4/Mst1/Apoc1/Prss23/Mmp15/Plg/Dusp14/Masp2
genotype	HALLMARK_PANCREAS_BETA_CELLS	HALLMARK_PANCREAS_BETA_CELLS	29	0.44340081342086657	0.8543744126752905	0.7172413793103448	0.8734770384254921	0.8683689855692027	1289	tags=10%, list=7%, signal=10%	Syt13/Dpp4/Slc2a2
genotype	HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE	26	0.44753356553911217	0.8450295086131211	0.7229129662522202	0.8734770384254921	0.8683689855692027	1939	tags=23%, list=11%, signal=21%	Bmpr1b/Klk1b21/Krt19/Homer2/Stk39/Tmprss2
genotype	HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS	38	0.39987087444728553	0.8075502618906777	0.8006872852233677	0.8734770384254921	0.8683689855692027	730	tags=13%, list=4%, signal=13%	Chst2/Spag4/Kdelr3/Tpbg/Lct
genotype	HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING	20	-0.44003693173660174	-0.8036904378207813	0.7528089887640449	0.8734770384254921	0.8683689855692027	1516	tags=45%, list=9%, signal=41%	Cxcl13/Il17rb/Lepr/Il2ra/Dntt/A2m/Il1r1/Cd38/Cbl
genotype	HALLMARK_PEROXISOME	HALLMARK_PEROXISOME	19	-0.4036263317731735	-0.727985055324183	0.8619153674832962	0.8901515151515151	0.8849459507354245	1347	tags=32%, list=8%, signal=29%	Ugt2b1/Rxrg/Crabp2/Alb/Scgb1a1/Dio1
genotype	HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS	11	-0.39981852031066223	-0.6683595521241963	0.8674948240165632	0.8901515151515151	0.8849459507354245	1608	tags=36%, list=9%, signal=33%	Vtn/Stc1/Pglyrp1/Slco2a1
genotype	HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS	10	0.4067785659001393	0.6623662529928063	0.8901515151515151	0.8901515151515151	0.8849459507354245	1969	tags=30%, list=11%, signal=27%	Cbs/Gnai1/Gldc
training_status	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	72	0.6421713523986988	1.8920996046059715	2.8712527267921817e-5	0.0010336509816451854	8.160402486672516e-4	1535	tags=35%, list=9%, signal=32%	Fbln5/Wnt5a/Slit2/Ptx3/Cd59b/Thbs2/Thy1/Fbln1/Cxcl5/Matn2/Fap/Crlf1/Adam12/Col5a3/Cap2/Cthrc1/Foxc2/Lama1/Pcolce2/Lama2/Matn3/Nt5e/Lrrc15/Col7a1/Tnfrsf11b
training_status	HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING	13	0.8099829952239144	1.8226437561521425	0.0023813374268877013	0.028576049122652415	0.022560038781041382	1336	tags=38%, list=8%, signal=36%	Gli1/Thy1/Adgrg1/Unc5c/Cntfr
training_status	HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	45	0.6236131712943487	1.6966674705740434	0.002035136609777907	0.028576049122652415	0.022560038781041382	1612	tags=33%, list=9%, signal=30%	Tpbg/Kdelr3/Fbp1/Ppp1r3c/Chst2/Stc2/Hs3st1/Cavin3/Efna1/Srpx/Gck/Pck1/Ppargc1a/Selenbp2/Hoxb9
training_status	HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY	69	0.5410034767177315	1.5967114015661519	0.007074552007967143	0.06367096807170429	0.050266553740819175	1810	tags=29%, list=10%, signal=26%	Tpbg/Kcnk5/Fhl2/Stc2/Ablim1/Aqp3/Krt19/Muc1/Cldn7/Nbl1/Thsd4/Esrp2/Hes1/Ret/Npy1r/Hspb8/Kazn/Tfap2c/Rab17/Cyp26b1
training_status	HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS	38	0.6023388334017528	1.5969697325099792	0.011937850248569805	0.06846500489646515	0.054051319655104055	1536	tags=29%, list=9%, signal=26%	Tpbg/Kdelr3/Chst2/Stc2/Spag4/Hs6st2/Gal3st1/Lct/B4galt2/Nt5e/Sox9
training_status	HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION	76	0.5089861609944766	1.5078070627106097	0.012679345683552551	0.06846500489646515	0.054051319655104055	1535	tags=32%, list=9%, signal=29%	Sgce/Jam3/Itga3/Slit2/Pcdh1/Adamts5/Cdsn/Crb3/Thy1/Nexn/Thbs3/Cldn7/Itgb4/Nectin3/Mdk/Cdh1/Actn3/Amh/Gnai1/Cldn11/Cldn15/Adam23/Cntn1/Tnfrsf11b
training_status	HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE	76	0.5081660241753625	1.5053775112158636	0.013312639840979332	0.06846500489646515	0.054051319655104055	1826	tags=24%, list=11%, signal=21%	Tpbg/Kcnk5/Plxnb1/Krt19/S100a9/Pkp3/Nbl1/Mdk/Cdh1/Ret/Tnnc1/Npy1r/Hspb8/Tfap2c/Prlr/Cacna2d2/Cyp26b1/Chst8
training_status	HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP	80	-0.46566525983163776	-1.472206266092925	0.023612814051539307	0.10625766323192688	0.0838876288673107	1526	tags=30%, list=9%, signal=27%	Fgf9/Lif/Spon1/Pigr/Trib2/F2rl1/Plvap/Sema3b/Hsd11b1/H2bc3/Mpzl2/Aldh1a3/Igf2/Ush1c/Epb41l3/Reln/Rbp4/Ccl20/Itga2/Nap1l2/Retn/Pdcd1lg2/Cbl/Gfpt2
training_status	HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING	13	-0.7145652846120177	-1.6463867128718408	0.035797024619418735	0.14318809847767494	0.11304323564026969	987	tags=38%, list=6%, signal=36%	Plcb1/Fasl/Gna14/Prkaa2/Lck
training_status	HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING	14	0.652122639031814	1.4850074216307652	0.08391608391608392	0.24463169339494428	0.19313028425916653	2876	tags=71%, list=17%, signal=60%	Wnt5b/Dll1/Gnai1/Lef1/Peg12/Fzd8/Notch4/Hey2/Tcf7/Dkk4
training_status	HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	27	-0.5434661806924113	-1.4780033164234643	0.07693099425190802	0.24463169339494428	0.19313028425916653	1526	tags=44%, list=9%, signal=41%	Lif/Clcf1/Il23a/F2rl1/Areg/Tnfaip6/Tnfrsf9/Nr4a3/Ccl20/Fosb/Il12b/Gfpt2
training_status	HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	27	0.5651569029929394	1.4088862579103618	0.08833922261484099	0.24463169339494428	0.19313028425916653	919	tags=33%, list=5%, signal=32%	Fbln5/Fhl2/Arhgef9/Fzd2/Mmp16/Efemp1/Cap2/Schip1/Id1
training_status	HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN	141	-0.38343267919497753	-1.2810900932883897	0.0759493670886076	0.24463169339494428	0.19313028425916653	1532	tags=21%, list=9%, signal=19%	Magix/Hnf1a/Hc/Shox2/Klk8/Gpr3/Kcnd1/Lgals7/Il5/Ryr2/Tenm2/Myh7/Clstn3/Itgb1bp2/Kcnn1/Cd207/Efhd1/Arhgdig/Kcnq2/Pde6b/Zfp112/Ccdc106/Tfcp2l1/Cpa2/Adra2c/Tg/Il12b/Ngb/Ckm
training_status	HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	29	0.53735381759123	1.3583006917050715	0.11033274956217162	0.26479859894921187	0.20905152548621994	1933	tags=41%, list=11%, signal=37%	Igfbp6/Tgfb2/Ereg/Fez1/Cd2/F2r/Plat/Gucy2e/Lef1/Avpr1a/Cth/Nefh
training_status	HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS	72	0.43152056990541754	1.2714361932334595	0.10526315789473684	0.26479859894921187	0.20905152548621994	1018	tags=14%, list=6%, signal=13%	Mlf1/Jam3/Gsg1/Ace/Elovl3/Alox15/Cct6b/Cnih2/Nos1/Grm8
training_status	HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM	68	-0.4014720022508631	-1.2206048220147834	0.135678391959799	0.30527638190954776	0.24100766992859032	1314	tags=21%, list=8%, signal=19%	Cyp2j9/Il1r1/Hsd11b1/Leap2/Cyp4f15/F11/Akr1c18/Rbp4/Cyp2s1/Gsta1/Aldh3a1/Cda/Cdo1/Adh7
training_status	HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING	20	-0.5308024161034052	-1.3441358658897273	0.1536643026004728	0.3245409015025042	0.2562165011861875	1680	tags=40%, list=10%, signal=36%	Lepr/Cxcl13/Ltb/Il1r1/A2m/Il2ra/Cd38/Cbl
training_status	HALLMARK_PANCREAS_BETA_CELLS	HALLMARK_PANCREAS_BETA_CELLS	29	0.5091914829413804	1.2871131102966151	0.1786339754816112	0.3245409015025042	0.2562165011861875	1200	tags=14%, list=7%, signal=13%	Vdr/Syt13/Pak3/Gck
training_status	HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING	39	0.4643855602327867	1.2391235942319427	0.1717171717171717	0.3245409015025042	0.2562165011861875	1568	tags=36%, list=9%, signal=33%	Spry4/Selp/Muc1/Tnfrsf18/Il18r1/Plagl1/Il1r2/Ager/Etv4/Nt5e/Tnfrsf4/F2rl2/She/Ikzf4
training_status	HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS	99	0.3823243990543744	1.1871060937064974	0.18030050083472454	0.3245409015025042	0.2562165011861875	1583	tags=25%, list=9%, signal=23%	Myl2/Gnao1/Ppp1r3c/Stc2/Ablim1/Wwtr1/Ncam1/Fhl1/Itgb4/Cdh13/Ldb3/Adam12/Nos1/Schip1/Actn3/Mapk12/Atp2a1/Lama2/Tnnc1/Chrnb1/Myh8/Hspb8/Tnnc2/Myl4/Tcap
training_status	HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY	27	0.49212916650467114	1.2268345589224336	0.2332155477031802	0.3997980817768803	0.315630064560695	1560	tags=37%, list=9%, signal=34%	Vdr/Zfp365/Tm4sf1/Gls2/Itgb4/Cdh13/F2r/Serpinb5/Eps8l2/Rps12
training_status	HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP	30	-0.4201048828027244	-1.1482155069822026	0.2930232558139535	0.45053403819182225	0.3556847669935439	1339	tags=30%, list=8%, signal=28%	Tyro3/Mapk8ip2/Shox2/Nptx2/Kcnh2/Ntrk3/Fosb/Cdo1/Tchh
training_status	HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM	41	0.42203458326830995	1.1305596643412772	0.295221843003413	0.45053403819182225	0.3556847669935439	1410	tags=24%, list=8%, signal=22%	Gnmt/Nr0b2/Cyp46a1/Aqp9/Slc27a5/Slco1a5/Cyp7b1/Abcg4/Serpina6/Klf1
training_status	HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS	11	0.5122329703735138	1.1150870538606938	0.3804347826086957	0.45053403819182225	0.3556847669935439	2373	tags=36%, list=14%, signal=31%	Cxcl5/Apoh/Msx1/Stc1
training_status	HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE	22	0.458897910890512	1.1125337552680814	0.3645833333333333	0.45053403819182225	0.3556847669935439	2056	tags=45%, list=12%, signal=40%	Thy1/Rhcg/Atp8b1/Ephb4/Srpx/Lypd3/Efna5/Slc2a4/Atp6v0a4/Pcsk9
training_status	HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM	37	0.42143403547129854	1.1099244230562435	0.3402061855670103	0.45053403819182225	0.3556847669935439	1575	tags=27%, list=9%, signal=25%	Osbp2/Aqp3/Trim10/Mboat2/Sptb/Tyr/Selenbp2/Klf1/H4c14/Myl4
training_status	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	23	0.4539980435853518	1.1078394928812139	0.3541666666666667	0.45053403819182225	0.3556847669935439	2050	tags=35%, list=12%, signal=31%	Selp/Serping1/Auts2/Lysmd2/Klrk1/Sectm1a/Upp1/Ido1
training_status	HALLMARK_COAGULATION	HALLMARK_COAGULATION	53	0.3919911779952116	1.093685383899179	0.32825719120135366	0.45053403819182225	0.3556847669935439	1877	tags=19%, list=11%, signal=17%	Cpn1/Serping1/F8/Mst1/Mmp10/Plat/Rgn/F2rl2/Gp9/Mbl2
training_status	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	52	0.385459978900734	1.073731926294833	0.3741496598639456	0.45053403819182225	0.3556847669935439	1052	tags=21%, list=6%, signal=20%	Tpbg/Gabbr1/Chst2/Ereg/Edn1/Cxcl5/Il18r1/Bdkrb1/Aqp9/Ffar2/Slc28a2b
training_status	HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION	50	-0.3654809171200249	-1.0602977508410043	0.3765281173594132	0.45053403819182225	0.3556847669935439	1721	tags=34%, list=10%, signal=31%	Klrd1/Cd7/Ccl22/Lif/Cxcl13/Ccl19/Ltb/Cd3e/Cd79a/Cd3d/Fasl/Il2rb/Il11/Zap70/Il2ra/Il12b/Lck
training_status	HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT	54	0.376012280548142	1.0575488214638877	0.3879598662207358	0.45053403819182225	0.3556847669935439	857	tags=19%, list=5%, signal=18%	Cd59b/Serping1/F5/F8/Kcnip3/S100a9/Cdh13/Phex/Plat/Zfpm2
training_status	HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM	33	-0.38666229940349434	-1.0702549750275572	0.40093240093240096	0.4510489510489511	0.35609127714390876	1127	tags=15%, list=6%, signal=14%	Reep6/Acat3/Aqp7/Aldh3a1/Adh7
training_status	HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS	10	0.4723264832108606	1.0155740709024241	0.46055045871559636	0.502418682235196	0.39664632808041794	1795	tags=30%, list=10%, signal=27%	Gstm7/Gnai1/Avpr1a
training_status	HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS	22	0.38056475559259706	0.922625984155173	0.5711805555555556	0.604779411764706	0.47745743034055727	2198	tags=36%, list=13%, signal=32%	Cavin2/Enpp2/Adipoq/Sncg/Hspb8/Cidea/Angpt1/Fzd4
training_status	HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE	26	0.34728028874668704	0.854442338135841	0.6892857142857143	0.7089795918367346	0.5597207303974221	1467	tags=15%, list=8%, signal=14%	Krt19/Bmpr1b/Stk39/Steap4
training_status	HALLMARK_PEROXISOME	HALLMARK_PEROXISOME	19	-0.28801621997713667	-0.7217365453002695	0.8120649651972158	0.8120649651972158	0.6411039198925388	1941	tags=21%, list=11%, signal=19%	Rxrg/Scgb1a1/Alb/Dio1
genotype_x_training_status	HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP	80	0.5198359197974085	1.3839858363240483	0.018002688275071833	0.648096777902586	0.648096777902586	2265	tags=41%, list=13%, signal=36%	Sema3b/Retn/Rbp4/Trib2/Etv4/Pdcd1lg2/Cbl/Ngf/Igf2/Plek2/Sox9/Ppbp/Fgf9/Gfpt2/Aldh1a3/Epb41l3/Itgbl1/F2rl1/Spon1/Reln/Nap1l2/Ephb2/H2bc3/Hsd11b1/Nr0b2/Ush1c/Pigr/Tspan1/Apod/Lif/Ano1/Itga2/Mpzl2
genotype_x_training_status	HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING	13	0.7327954599306312	1.411062864878137	0.09513742071881606	0.6506024096385542	0.6506024096385541	1354	tags=54%, list=8%, signal=50%	Plcb1/Ngf/Gna14/Lck/Prkaa2/Fasl/Camk4
