ID	Description	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	GeneRatio
GO:0045089	positive regulation of innate immune response	404/28928	0.17326732673267325	4.824135926585921	14.94038502448654	3.7842362356263067e-28	1.8284741447594382e-25	1.2870024479823823e-25	Cd300lf/Cgas/Clec4n/Colec12/Ddx60/Dhx58/Eif2ak2/Fcna/Gbp2/Gbp3/Gm12250/H2-M3/H2-T23/Hspd1/Ifi203/Ifi203-ps/Ifi204/Ifi205/Ifi206/Ifi208/Ifi209/Ifi213/Ifi214/Ifi35/Igtp/Il18rap/Irf1/Irf2/Irf7/Irgm1/Irgm2/Klrk1/Lgals9/Mmp12/Nlrc5/Nmi/Nod1/Nono/Oas1a/Oas1b/Oas1c/Oas1g/Oas1h/Oas3/Parp9/Pdpk1/Rigi/Ripk2/Rnf135/Rnf34/Scimp/Sting1/Tasl/Tifa/Tlr11/Tlr3/Tlr5/Tlr7/Tlr9/Traf3/Trim12a/Trim12c/Trim30a/Trim30b/Trim30c/Trim30d/Trim5/Trim6/Zbp1/Znfx1	70	0.06737247353224254
GO:0002218	activation of innate immune response	324/28928	0.19135802469135801	5.3278199598379254	15.120679439257033	1.685586071539372e-27	7.465741641859802e-25	5.254888507237657e-25	Cd300lf/Cgas/Clec4n/Colec12/Ddx60/Dhx58/Eif2ak2/Fcna/Gbp2/Gbp3/Gm12250/Hspd1/Ifi203/Ifi203-ps/Ifi204/Ifi205/Ifi206/Ifi208/Ifi209/Ifi213/Ifi214/Ifi35/Igtp/Irf1/Irf2/Irf7/Irgm1/Irgm2/Klrk1/Nmi/Nod1/Nono/Oas1a/Oas1b/Oas1c/Oas1g/Oas1h/Oas3/Pdpk1/Rigi/Ripk2/Rnf135/Rnf34/Scimp/Sting1/Tasl/Tifa/Tlr11/Tlr3/Tlr5/Tlr7/Tlr9/Traf3/Trim12a/Trim12c/Trim30a/Trim30b/Trim30c/Trim30d/Trim5/Zbp1/Znfx1	62	0.059672762271414825
GO:0002833	positive regulation of response to biotic stimulus	434/28928	0.16359447004608296	4.554822742534252	14.402208874180749	5.88586607223817e-27	2.406413705688144e-24	1.6937949814359883e-24	Cd300lf/Cgas/Clec4n/Colec12/Ddx60/Dhx58/Eif2ak2/Fcna/Gbp2/Gbp3/Gm12250/H2-M3/H2-T23/Hspd1/Ifi203/Ifi203-ps/Ifi204/Ifi205/Ifi206/Ifi208/Ifi209/Ifi213/Ifi214/Ifi35/Igtp/Il18rap/Irf1/Irf2/Irf7/Irgm1/Irgm2/Klrk1/Lgals9/Ly86/Mmp12/Nlrc5/Nmi/Nod1/Nono/Oas1a/Oas1b/Oas1c/Oas1g/Oas1h/Oas3/Parp9/Pdpk1/Rigi/Ripk2/Rnf135/Rnf34/Scimp/Sting1/Tasl/Tifa/Tlr11/Tlr3/Tlr5/Tlr7/Tlr9/Traf3/Trim12a/Trim12c/Trim30a/Trim30b/Trim30c/Trim30d/Trim5/Trim6/Zbp1/Znfx1	71	0.068334937439846
GO:0045071	negative regulation of viral genome replication	65/28928	0.4307692307692308	11.993544088250538	17.126423007209045	1.3677368915210604e-23	5.1925154131674546e-21	3.654839783808909e-21	Apobec3/Bst2/Eif2ak2/Ifi203/Ifi203-ps/Ifi206/Ifi208/Ifi209/Ifi213/Ifi214/Ifitm3/Ifitm6/Inpp5k/Isg20/Mphosph8/Mx2/Oas1a/Oas1b/Oas1c/Oas1g/Oas1h/Oas2/Oas3/Oasl2/Rnasel/Shfl/Trim6/Znfx1	28	0.026948989412897015
GO:0019079	viral genome replication	134/28928	0.27611940298507465	7.687759470213897	14.97700740334023	1.0096769433603081e-22	3.5776219693066917e-20	2.518169724001779e-20	Adar/Apobec3/Atg5/Bcl2/Bst2/Ccl12/Ccl8/Eif2ak2/Ifi203/Ifi203-ps/Ifi206/Ifi208/Ifi209/Ifi213/Ifi214/Ifitm3/Ifitm6/Inpp5k/Isg20/Mphosph8/Mx2/Oas1a/Oas1b/Oas1c/Oas1g/Oas1h/Oas2/Oas3/Oasl2/Prkn/Rnasel/Shfl/Stom/Tmem41b/Top2a/Trim6/Znfx1	37	0.0356111645813282
GO:0002832	negative regulation of response to biotic stimulus	149/28928	0.24832214765100671	6.9138239530782695	13.969043733986409	5.6133189947826286e-21	1.8646744035793546e-18	1.312482612332728e-18	Adar/Ahr/Atg5/Ccr1/Dhx58/Fgl2/H2-M3/H2-T23/Ifi203/Ifi203-ps/Ifi206/Ifi208/Ifi209/Ifi213/Ifi214/Igtp/Irgm1/Irgm2/Lgals9/Mmp12/Nlrc5/Nmi/Oas1a/Oas1b/Oas1c/Oas1g/Oas1h/Oas3/Samhd1/Serpinb9b/Stat2/Tap1/Tap2/Trafd1/Trib1/Trim21/Usp18	37	0.0356111645813282
GO:0045069	regulation of viral genome replication	100/28928	0.31	8.63106833493744	14.754384137602704	6.5541621226972624e-21	2.0491395107138794e-18	1.4423214974653916e-18	Adar/Apobec3/Bcl2/Bst2/Eif2ak2/Ifi203/Ifi203-ps/Ifi206/Ifi208/Ifi209/Ifi213/Ifi214/Ifitm3/Ifitm6/Inpp5k/Isg20/Mphosph8/Mx2/Oas1a/Oas1b/Oas1c/Oas1g/Oas1h/Oas2/Oas3/Oasl2/Rnasel/Shfl/Top2a/Trim6/Znfx1	31	0.029836381135707413
GO:0050777	negative regulation of immune response	223/28928	0.19730941704035873	5.493519553554858	13.001794341343437	2.0160246539723306e-20	5.9528727977016316e-18	4.1900301872617916e-18	Adar/Ahr/Atg5/Ccr1/Cd69/Dhx58/Fgl2/H2-M3/H2-T23/Hfe/Ifi203/Ifi203-ps/Ifi206/Ifi208/Ifi209/Ifi213/Ifi214/Il27ra/Il7r/Irf1/Jak3/Lgals9/Mmp12/Nlrc5/Nmi/Npy/Oas1a/Oas1b/Oas1c/Oas1g/Oas1h/Oas3/Parp3/Pf4/Samhd1/Serpinb9b/Spn/Stat2/Tap1/Tap2/Tnfsf4/Trafd1/Trim21/Usp18	44	0.04234841193455245
GO:0002758	innate immune response-activating signaling pathway	294/28928	0.17006802721088435	4.7350605304682025	12.424339201418569	4.4563986060026745e-20	1.2466188732054852e-17	8.77453775386898e-18	Cd300lf/Cgas/Clec4n/Colec12/Ddx60/Dhx58/Eif2ak2/Fcna/Gbp2/Gm12250/Hspd1/Ifi203/Ifi203-ps/Ifi206/Ifi208/Ifi209/Ifi213/Ifi214/Ifi35/Igtp/Irf1/Irf2/Irf7/Irgm1/Irgm2/Klrk1/Nmi/Nod1/Oas1a/Oas1b/Oas1c/Oas1g/Oas1h/Oas3/Pdpk1/Rigi/Ripk2/Rnf135/Rnf34/Scimp/Sting1/Tasl/Tifa/Tlr11/Tlr3/Tlr5/Tlr7/Tlr9/Traf3/Trim30a	50	0.04812319538017324
GO:0002221	pattern recognition receptor signaling pathway	283/28928	0.1696113074204947	4.722344466852811	12.14586263995609	2.8204747821373317e-19	7.495411733529959e-17	5.2757723030084616e-17	Cd300lf/Cgas/Colec12/Ddx60/Dhx58/Eif2ak2/Fcna/Gbp2/Gm12250/Hspd1/Ifi203/Ifi203-ps/Ifi206/Ifi208/Ifi209/Ifi213/Ifi214/Ifi35/Igtp/Irf1/Irf2/Irf7/Irgm1/Irgm2/Nmi/Nod1/Oas1a/Oas1b/Oas1c/Oas1g/Oas1h/Oas3/Pdpk1/Rigi/Ripk2/Rnf135/Rnf34/Scimp/Sting1/Tasl/Tifa/Tlr11/Tlr3/Tlr5/Tlr7/Tlr9/Traf3/Trim30a	48	0.04619826756496631
GO:0045824	negative regulation of innate immune response	117/28928	0.26495726495726496	7.376981482852512	13.340494280376989	1.09792571687484e-18	2.7787977072332257e-16	1.9559037582822965e-16	Adar/Atg5/Ccr1/Dhx58/H2-M3/H2-T23/Ifi203/Ifi203-ps/Ifi206/Ifi208/Ifi209/Ifi213/Ifi214/Lgals9/Mmp12/Nlrc5/Nmi/Oas1a/Oas1b/Oas1c/Oas1g/Oas1h/Oas3/Samhd1/Serpinb9b/Stat2/Tap1/Tap2/Trafd1/Trim21/Usp18	31	0.029836381135707413
GO:0002753	cytoplasmic pattern recognition receptor signaling pathway	193/28928	0.20207253886010362	5.626135133922115	12.446131034472298	1.2370871018228963e-18	2.9886899755403154e-16	2.1036399808031456e-16	Cgas/Colec12/Ddx60/Dhx58/Eif2ak2/Gbp2/Gm12250/Ifi203/Ifi203-ps/Ifi206/Ifi208/Ifi209/Ifi213/Ifi214/Igtp/Irf1/Irf2/Irf7/Irgm1/Irgm2/Nod1/Oas1a/Oas1b/Oas1c/Oas1g/Oas1h/Oas3/Rigi/Ripk2/Rnf135/Rnf34/Scimp/Sting1/Tasl/Tifa/Tlr3/Tlr7/Tlr9/Trim30a	39	0.03753609239653513
GO:0032606	type I interferon production	146/28928	0.22602739726027396	6.293090036520891	12.375655897245162	1.6048104528484968e-17	3.7085076334303305e-15	2.6102958120931618e-15	Atg5/Cgas/Dhx58/Gbp4/Hspd1/Ifnar1/Igtp/Irf1/Irf7/Irf8/Irf9/Irgm1/Irgm2/Kpna2/Mmp12/Nmi/Oas1a/Oas1b/Oas1c/Oas1g/Oas1h/Oas2/Oas3/Rigi/Rnf135/Siglec1/Stat1/Sting1/Tlr3/Tlr7/Tlr9/Traf3/Xaf1	33	0.03176130895091434
GO:0032479	regulation of type I interferon production	141/28928	0.22695035460992907	6.318787158956716	12.219880655692705	4.35398719669284e-17	9.642267479342686e-15	6.7868730250203305e-15	Atg5/Cgas/Dhx58/Gbp4/Hspd1/Ifnar1/Igtp/Irf1/Irf7/Irf8/Irgm1/Irgm2/Kpna2/Mmp12/Nmi/Oas1a/Oas1b/Oas1c/Oas1g/Oas1h/Oas2/Oas3/Rigi/Rnf135/Siglec1/Stat1/Sting1/Tlr3/Tlr7/Tlr9/Traf3/Xaf1	32	0.030798845043310877
GO:0034340	response to type I interferon	99/28928	0.2727272727272727	7.593315250678099	12.68380773123855	8.371852994729597e-17	1.7798559466795123e-14	1.2527817070850102e-14	Adar/Ch25h/Ifitm3/Ifitm6/Ifna4/Ifnar1/Irf7/Mmp12/Mx2/Nlrc5/Oas1a/Oas1b/Oas1c/Oas1g/Oas1h/Oas2/Oas3/Oasl2/Samhd1/Shfl/Sp100/Stat1/Stat2/Sting1/Trim6/Usp18/Zbp1	27	0.02598652550529355
GO:0002697	regulation of immune effector process	487/28928	0.12320328542094455	3.4302450824418518	10.439630388177328	8.949684416065759e-17	1.8295220258226736e-14	1.2877400167893811e-14	Ahr/Atg5/Axl/B2m/Bst2/C3/Calhm6/Cd40/Cd5l/Cd69/Cfp/Cgas/Ddx60/Dhx58/Dnase1l3/Fcgr1/Fgl2/Fgr/Fzd5/Gata2/H2-K1/H2-M3/H2-Q10/H2-Q4/H2-Q6/H2-Q7/H2-T10/H2-T22/H2-T23/H2-T24/Hfe/Hspd1/Il18rap/Il27/Il27ra/Il7r/Irf1/Jak3/Klrk1/Lgals9/Nod1/Panx1/Parp3/Pdpk1/Pf4/Ptafr/Rigi/Ripk2/Ripk3/Scimp/Serpinb9b/Spn/Tap1/Tap2/Tfrc/Tlr3/Tlr7/Tlr9/Tnfsf4/Trim6	60	0.05774783445620789
GO:0031348	negative regulation of defense response	292/28928	0.1541095890410959	4.290743206718789	10.908681018557173	1.6358328060334004e-16	3.22016717187686e-14	2.2665691199386764e-14	Adar/Ahr/Atg5/Cck/Ccr1/Cd200r1/Cst7/Dhx58/Fgl2/H2-M3/H2-T23/Ifi203/Ifi203-ps/Ifi206/Ifi208/Ifi209/Ifi213/Ifi214/Igtp/Il10ra/Irgm1/Irgm2/Lgals9/Mmp12/Nlrc5/Nmi/Npy/Oas1a/Oas1b/Oas1c/Oas1g/Oas1h/Oas3/Pbk/Pf4/Samhd1/Serpinb9b/Slc39a8/Spn/Stat2/Tap1/Tap2/Trafd1/Trim21/Usp18	45	0.04331087584215592
GO:0140888	interferon-mediated signaling pathway	111/28928	0.25225225225225223	7.023246538164728	12.271870007074742	2.1017916357660273e-16	3.98965090860587e-14	2.808183260718971e-14	Adar/Ifitm3/Ifitm6/Ifna4/Ifnar1/Igtp/Irf1/Irf7/Irgm1/Irgm2/Mmp12/Nlrc5/Oas1a/Oas1b/Oas1c/Oas1g/Oas1h/Oas2/Oas3/Oasl2/Parp9/Samhd1/Stat1/Stat2/Sting1/Trim6/Usp18/Zbp1	28	0.026948989412897015
GO:0001906	cell killing	295/28928	0.15254237288135594	4.247108530040293	10.819753991349728	2.428912677657575e-16	4.451610648879314e-14	3.133341436078048e-14	B2m/C3/Ccl8/Cd5l/Cebpg/Ctsc/Ctsh/Cxcl11/Cxcl14/Cxcl9/Dnase1l3/Emp2/Fcgr1/Fcgr4/Fgl2/Gbp2/Gbp3/Gm12250/H2-K1/H2-M3/H2-Q10/H2-Q4/H2-Q6/H2-Q7/H2-T10/H2-T22/H2-T23/H2-T24/Hfe/Hmgn2/Hsp90ab1/Igtp/Il18rap/Il7r/Irgm2/Klrk1/Lgals9/Lyz1/Lyz2/Nos2/Prdx1/Ripk3/Serpinb9b/Tap1/Tap2	45	0.04331087584215592
GO:0032102	negative regulation of response to external stimulus	426/28928	0.1267605633802817	3.5292873700334826	10.150987839035698	9.430227254917039e-16	1.670721928662802e-13	1.1759658829464968e-13	Adar/Ahr/Alox12/Atg5/Ccl12/Ccr1/Cd200r1/Cd9/Cst7/Dhx58/Fgl2/H2-M3/H2-T23/Ifi203/Ifi203-ps/Ifi206/Ifi208/Ifi209/Ifi213/Ifi214/Igtp/Il10ra/Irgm1/Irgm2/Klrk1/Lgals9/Mmp12/Nlrc5/Nmi/Npy/Oas1a/Oas1b/Oas1c/Oas1g/Oas1h/Oas3/Pbk/Pdgfa/Pf4/Prkg1/Ptgr1/Samhd1/Serpinb9b/Serpine1/Slc39a8/Spn/Stat2/Tap1/Tap2/Tfpi/Trafd1/Trib1/Trim21/Usp18	54	0.0519730510105871
GO:0060759	regulation of response to cytokine stimulus	171/28928	0.19298245614035087	5.37304763352076	11.070149216374823	2.3149961189143967e-15	3.9690981845258123e-13	2.793716878309598e-13	Adar/Axl/Cd300lf/Cd40/Cish/Csf1/Ecm1/Igtp/Irf7/Irgm1/Irgm2/Klf4/Mmp12/Mmp8/Naip5/Nlrc5/Oas1a/Oas1b/Oas1c/Oas1g/Oas1h/Oas3/Parp9/Prkn/Rigi/Ripk2/Samhd1/Stat2/Sting1/Trim6/Usp18/Vrk2/Zbp1	33	0.03176130895091434
GO:0042742	defense response to bacterium	413/28928	0.12590799031476999	3.505549897811036	9.898842047031353	4.279544805713839e-15	6.922051231827695e-13	4.872202817827525e-13	Ang/Anxa3/B2m/Colec12/Fcgr1/Fgr/Gbp11/Gbp2/Gbp3/Gbp4/Gbp9/Gm12250/H2-K1/H2-M3/H2-T23/Hp/Igtp/Iigp1/Ikbkg/Il27ra/Il7r/Irf8/Irgm1/Irgm2/Klrk1/Lgals9/Lyz1/Lyz2/Naip5/Nod1/Nos2/Npy/Oas1a/Oas1b/Oas1c/Oas1g/Oas1h/Oas2/Oas3/Ripk2/Rnase4/Rnase6/Rnf213/Rnf31/Serpine1/Slamf9/Slc30a1/Spn/Ssc5d/Tlr9/Tnfsf8/Znfx1	52	0.05004812319538017
GO:0050688	regulation of defense response to virus	72/28928	0.3055555555555556	8.507325419741205	12.310520781247808	4.2977928626587755e-15	6.922051231827695e-13	4.872202817827525e-13	Apobec3/Atg5/Cgas/Dtx3l/Elmod2/Fgl2/Gbp4/Igtp/Il15/Il27/Irgm1/Irgm2/Mmp12/Parp9/Pml/Rigi/Sertad3/Spn/Stat1/Sting1/Traf3/Trim6	22	0.021174205967276226
GO:0051090	regulation of DNA-binding transcription factor activity	372/28928	0.13172043010752688	3.6673807527916624	9.994263530290672	4.529719878723756e-15	7.081017986887283e-13	4.984094256651465e-13	Adgrf1/Anxa3/Arhgef5/Bhlhe40/Bmp2/Card11/Cd40/Cebpg/Cyp1b1/Eif2ak2/Hmgn3/Ikbkg/Il18rap/Jup/Klf4/Mturn/Nfix/Nlrc5/Nod1/Parp10/Plpp3/Prdx3/Prkci/Ripk2/Ripk3/Rnf25/Rnf31/Slco3a1/Sp100/Sting1/Tacc3/Tcf7l2/Tfrc/Tlr3/Tnfsf4/Traf3/Trib1/Trim12a/Trim12c/Trim13/Trim14/Trim21/Trim26/Trim30a/Trim30b/Trim30c/Trim30d/Trim5/Tut4	49	0.04716073147256978
GO:0010506	regulation of autophagy	319/28928	0.14106583072100312	3.9275768537990166	10.148346986286388	4.7571763112465355e-15	7.22411202693581e-13	5.084813416592538e-13	Atg5/Bcl2/Bid/Bnip3l/Ccny/Dapk1/Fbxo7/Fbxw7/Gpr137b/Igtp/Iigp1/Ikbkg/Il10ra/Irgm1/Irgm2/Kdr/Keap1/Nod1/Plk3/Prkn/Ripk2/Rmc1/Rnf31/Snx7/Sting1/Supt5/Tbc1d14/Tlr9/Trib3/Trim12a/Trim12c/Trim13/Trim21/Trim30a/Trim30b/Trim30c/Trim30d/Trim34a/Trim5/Trim6/Tspo/Usp10/Uvrag/Vdac1/Wnk1	45	0.04331087584215592
GO:0001959	regulation of cytokine-mediated signaling pathway	161/28928	0.19254658385093168	5.360912009277913	10.70991380826092	1.7343709725053323e-14	2.560606033018289e-12	1.8023258585625588e-12	Adar/Axl/Cd300lf/Cd40/Cish/Csf1/Ecm1/Igtp/Irf7/Irgm1/Irgm2/Mmp12/Mmp8/Naip5/Nlrc5/Oas1a/Oas1b/Oas1c/Oas1g/Oas1h/Oas3/Parp9/Prkn/Ripk2/Samhd1/Stat2/Sting1/Trim6/Usp18/Vrk2/Zbp1	31	0.029836381135707413
GO:0030522	intracellular receptor signaling pathway	388/28928	0.12628865979381443	3.516148556800254	9.63092847837737	2.3737798021975715e-14	3.4099026077513764e-12	2.4001176150811298e-12	Ahr/Bmp2/Cgas/Cited2/Colec12/Daxx/Ddx60/Dhx58/Eif2ak2/Fabp5/Flt1/Gbp2/Gm12250/Ifi203/Ifi203-ps/Ifi206/Ifi208/Ifi209/Ifi213/Ifi214/Igtp/Irf1/Irf2/Irf7/Irgm1/Irgm2/Klf9/Lbh/Ncoa3/Nod1/Oas1a/Oas1b/Oas1c/Oas1g/Oas1h/Oas3/Pml/Rigi/Ripk2/Rnf135/Rnf34/Scimp/Sting1/Tasl/Tifa/Tlr3/Tlr7/Tlr9/Trim30a	49	0.04716073147256978
